PHONE,IMEI1,IMEI2,TYPE,START,END,TOWER,LATITUDE,LONGITUDE,OPERATORS
8697074109,337696837285077,869716259325420,SMSIN,2011-07-25 05:12:40,2011-07-25 05:12:40,58876234,-18.851681,38.976735,Airtel
6228198665,464990304041502,622829337967023,CALLOUT,2011-08-04 08:49:51,2011-08-04 08:50:04,33858250,-5.015605,39.961516,Vodafone
8114286023,351389935514537,811437678981363,SMSIN,2011-09-23 04:32:28,2011-09-23 04:32:28,52216633,-4.118771,30.552685,Idea
7728260660,464990304041502,772835635527345,SMSOUT,2011-10-27 22:48:02,2011-10-27 22:48:02,94074707,-9.155482,30.23007,Idea
6045673616,464990304041502,604576228866256,SMSIN,2012-02-16 15:33:58,2012-02-16 15:33:58,68981584,-13.487295,35.27837,Jio
7729921686,351389935514537,773001017025420,CALLOUT,2012-02-18 09:46:22,2012-02-18 10:56:23,78802706,-7.670559,29.586919,Idea
7488728828,337696837285077,748879674858465,SMSIN,2012-06-03 06:38:41,2012-06-03 06:38:41,25630617,-10.339983,37.039054,Vodafone
9253292735,337696837285077,925338244579030,SMSOUT,2012-07-19 14:20:01,2012-07-19 14:20:01,96577847,0.734793,24.552342,Idea
7060418281,351389935514537,706049875304348,SMSOUT,2012-07-31 06:37:15,2012-07-31 06:37:15,33156687,-5.169597,27.412073,Airtel
8473309216,464990304041502,847338368664947,CALLOUT,2012-10-07 23:10:09,2012-10-08 00:19:42,78197933,-9.856367,28.607385,Vodafone
9830934200,464990304041502,983100212058465,CALLIN,2012-11-16 19:43:05,2012-11-16 20:02:19,57216063,-18.988849,31.384574,Jio
6228198665,337696837285077,622828837579030,SMSOUT,2013-01-29 18:08:58,2013-01-29 18:08:58,30493963,-5.852438,38.401788,Idea
6228198665,337696837285077,622827133941157,CALLIN,2013-03-09 15:00:14,2013-03-09 15:10:57,50465942,-7.011218,31.832276,Jio
6045673616,337696837285077,604576438281363,SMSOUT,2013-04-12 03:00:18,2013-04-12 03:00:18,12797925,-16.555701,35.735047,Idea
6228198665,337696837285077,622829436027345,SMSOUT,2013-06-01 15:20:05,2013-06-01 15:20:05,26121389,-7.647946,29.911376,Jio
6281549915,337696837285077,628163858766256,SMSIN,2013-07-19 02:32:48,2013-07-19 02:32:48,95117396,-7.789957,33.290333,Idea
8114286023,337696837285077,811434825893863,SMSIN,2014-03-17 11:27:35,2014-03-17 11:27:35,30024686,-14.891666,36.988551,BSNL
9961087258,337696837285077,996117474213685,CALLIN,2014-04-10 23:09:48,2014-04-10 23:51:26,88311384,-5.623563,31.464847,Vodafone
7400962280,464990304041502,740105797527345,CALLOUT,2014-04-21 21:36:16,2014-04-21 23:01:03,60861866,0.791631,29.089613,Jio
6265887095,351389935514537,626598470343399,CALLIN,2014-05-05 00:02:05,2014-05-05 00:24:29,24245949,-5.217545,36.86424,Vodafone
7400962280,464990304041502,740104549536030,CALLOUT,2014-05-07 17:44:58,2014-05-07 18:53:43,75367494,-7.751326,37.78998,Airtel
6228198665,464990304041502,622826658558465,SMSIN,2014-05-31 18:12:42,2014-05-31 18:12:42,54187574,-9.584369,34.538435,Airtel
8473309216,337696837285077,847337145193863,SMSOUT,2014-07-19 20:56:41,2014-07-19 20:56:41,20626644,-10.708167,33.89697,Vodafone
6228198665,337696837285077,622829627343399,CALLIN,2014-08-01 05:11:12,2014-08-01 06:10:23,89903174,-7.974289,35.771926,Idea
7233268597,351389935514537,723336331167023,SMSOUT,2014-10-30 23:51:24,2014-10-30 23:51:24,12456808,-14.055074,42.65964,Jio
7060418281,464990304041502,706050149636030,CALLOUT,2015-03-20 01:37:21,2015-03-20 02:11:45,10725859,38.956688,-91.259699,Jio
8948043731,337696837285077,894810596693863,SMSOUT,2015-05-01 13:55:04,2015-05-01 13:55:04,59402002,33.294271,-90.18529,Jio
8948043731,351389935514537,894811925661917,SMSOUT,2015-05-25 03:03:53,2015-05-25 03:03:53,24131083,37.577454,-94.895289,BSNL
9253292735,464990304041502,925338140766256,SMSOUT,2015-05-30 18:20:01,2015-05-30 18:20:01,41768467,32.345553,-93.643866,Vodafone
8697074109,351389935514537,869716487581363,CALLIN,2015-06-17 14:10:46,2015-06-17 14:24:44,70370678,34.742315,-97.667421,Vodafone
6228198665,351389935514537,622829657464029,CALLOUT,2015-11-02 12:24:28,2015-11-02 13:37:50,70046167,37.292389,-95.416037,Vodafone
6784235965,351389935514537,678430764247818,SMSIN,2015-11-29 02:02:31,2015-11-29 02:02:31,68676773,37.708291,-89.128914,Idea
8271332214,464990304041502,827143087328899,SMSOUT,2016-01-21 23:47:35,2016-01-21 23:47:35,75651370,40.647776,-98.954875,Airtel
6045673616,351389935514537,604576332679030,SMSOUT,2016-01-29 03:40:59,2016-01-29 03:40:59,18349189,34.359644,-97.910761,BSNL
7233268597,337696837285077,723335181236030,CALLIN,2016-03-14 21:30:09,2016-03-14 22:15:37,50488450,31.645357,-92.100849,BSNL
9253292735,337696837285077,925336441247818,SMSIN,2016-05-05 11:08:32,2016-05-05 11:08:32,28144390,31.131123,-93.370315,Vodafone
6281549915,464990304041502,628164782464029,CALLIN,2016-06-29 23:23:01,2016-06-30 00:36:49,60780190,39.47681,-95.617005,Airtel
6265887095,351389935514537,626595322024029,CALLOUT,2016-07-07 09:09:59,2016-07-07 10:08:51,20944301,36.710558,-96.523438,Vodafone
6281549915,337696837285077,628163839925420,SMSOUT,2016-11-23 01:31:57,2016-11-23 01:31:57,79022492,31.18807,-97.954038,Idea
7488728828,351389935514537,748880930004348,SMSIN,2017-02-12 18:49:08,2017-02-12 18:49:08,49955201,33.840956,-93.015119,Idea
9592625765,464990304041502,959270898036030,SMSIN,2017-02-17 22:29:34,2017-02-17 22:29:34,91294850,35.459146,-94.04857,Airtel
7400962280,351389935514537,740103675064947,SMSOUT,2017-04-25 18:37:47,2017-04-25 18:37:47,44677355,32.981213,-89.16416,BSNL
6162909096,337696837285077,616298462161917,SMSOUT,2017-08-22 15:55:36,2017-08-22 15:55:36,38124485,32.937547,-91.587833,Idea
7488728828,464990304041502,748881750066256,CALLIN,2017-08-29 07:10:24,2017-08-29 08:27:55,72612503,38.048388,-89.30782,Airtel
6228198665,464990304041502,622826658558465,SMSIN,2017-11-22 10:29:22,2017-11-22 10:29:22,59059020,37.924394,-90.314365,Idea
9961087258,337696837285077,996118295327345,CALLOUT,2018-07-27 08:35:45,2018-07-27 09:23:15,71385262,37.267256,-96.586162,Airtel
6084549108,337696837285077,608464382267023,SMSIN,2018-08-03 11:50:52,2018-08-03 11:50:52,92790062,34.845991,-98.05506,BSNL
6587591922,464990304041502,658766639264947,CALLOUT,2019-03-07 03:18:41,2019-03-07 04:17:05,80665798,30.363978,-90.669432,Airtel
7400962280,337696837285077,740105988843399,SMSOUT,2019-04-01 03:27:37,2019-04-01 03:27:37,93287040,38.563752,-94.528913,Airtel
7233268597,337696837285077,723333472224029,SMSIN,2019-09-06 02:37:22,2019-09-06 02:37:22,93818537,36.015105,-97.605723,Airtel
9830934200,337696837285077,983102748781741,SMSOUT,2019-10-11 13:34:10,2019-10-11 13:34:10,33845793,35.595133,-92.462567,Jio
7233268597,337696837285077,723335181236030,CALLOUT,2019-12-12 02:28:58,2019-12-12 02:39:06,89136806,35.394005,-95.13842,Vodafone
7400962280,351389935514537,740102451593863,SMSIN,2019-12-14 23:21:56,2019-12-14 23:21:56,75866654,35.171718,-98.065142,Airtel
8473309216,337696837285077,847340491127345,SMSIN,2019-12-27 19:53:29,2019-12-27 19:53:29,79015536,30.690691,-91.38798,BSNL
6084549108,337696837285077,608464382267023,CALLOUT,2020-02-15 22:59:12,2020-02-15 23:16:10,56023211,37.962017,-95.216476,Airtel
6084549108,351389935514537,608463062475677,CALLOUT,2020-03-29 01:02:29,2020-03-29 02:12:01,86025816,44.927366,-96.425826,Jio
7729921686,464990304041502,772999721161917,CALLOUT,2020-06-17 13:24:38,2020-06-17 14:17:18,16887093,39.620756,-103.163592,BSNL
6265887095,464990304041502,626597457913685,SMSOUT,2020-10-14 08:34:59,2020-10-14 08:34:59,22044151,37.745199,-96.970695,Airtel
9961087258,351389935514537,996118486643399,CALLOUT,2020-12-14 11:49:33,2020-12-14 13:01:50,30699327,40.027425,-93.617553,Jio
9830934200,337696837285077,983102989527345,SMSOUT,2020-12-20 09:02:33,2020-12-20 09:02:33,71329265,40.239539,-94.888057,Jio
6784235965,464990304041502,678432673181363,CALLOUT,2021-03-23 16:23:00,2021-03-23 17:50:52,90542506,35.493161,-89.82266,Idea
8473309216,337696837285077,847340491127345,SMSOUT,2021-04-22 10:30:36,2021-04-22 10:30:36,79256740,24.342749,-91.460308,Vodafone
7728260660,337696837285077,772834914425420,CALLOUT,2021-06-26 13:08:24,2021-06-26 14:34:55,96268105,32.994765,-96.88143,Idea
7400962280,337696837285077,740104549536030,SMSOUT,2021-10-01 21:30:36,2021-10-01 21:30:36,94617731,38.461739,-90.870622,Vodafone
8271332214,351389935514537,827142982243399,SMSIN,2021-10-08 00:43:34,2021-10-08 00:43:34,32975924,34.549724,-104.070456,Jio
