PHONE,IMEI1,IMEI2,TYPE,START,END,TOWER,LATITUDE,LONGITUDE,OPERATORS
8293030123,219359226415964,829309804358465,SMSIN,2014-08-09 17:22:20,2014-08-09 17:22:20,41317543,31.632677,-96.723487,Vodafone
6481819041,219359226415964,648190875179030,CALLIN,2014-09-08 17:39:37,2014-09-08 18:38:58,85163502,33.791265,-95.464814,Idea
7097838220,440933741239019,709791869204348,CALLOUT,2014-10-26 14:22:59,2014-10-26 15:45:54,56996166,33.433987,-96.881104,Vodafone
7895233169,219359226415964,789530763964947,CALLIN,2014-12-31 08:17:45,2014-12-31 09:05:29,46656785,31.314755,-96.185974,Jio
8293030123,440933741239019,829309804358465,SMSIN,2015-03-16 05:19:30,2015-03-16 05:19:30,81041665,40.258376,-93.034368,BSNL
9189997535,219359226415964,919008724579030,SMSIN,2015-07-07 06:58:24,2015-07-07 06:58:24,91788819,34.569885,-98.133413,Jio
6610955315,132573118048736,661102798941157,SMSIN,2015-07-18 10:06:40,2015-07-18 10:06:40,93746154,35.018262,-98.300261,Idea
8219881439,219359226415964,821997220581363,CALLIN,2015-08-04 13:58:50,2015-08-04 14:45:43,38581041,39.527729,-90.544517,Airtel
8293030123,132573118048736,829312581827345,SMSOUT,2015-09-04 08:42:59,2015-09-04 08:42:59,75997636,34.911967,-99.533799,Vodafone
9046648718,132573118048736,904673739066256,CALLIN,2015-09-09 05:19:27,2015-09-09 06:00:34,21233123,34.842416,-92.038365,Airtel
7998105469,219359226415964,799816770493863,CALLIN,2015-10-09 06:23:14,2015-10-09 07:52:45,98597747,34.415033,-95.699683,Airtel
7100184240,219359226415964,710027172413685,SMSIN,2015-12-20 16:18:30,2015-12-20 16:18:30,50632724,35.049628,-95.758782,Vodafone
9656031854,219359226415964,965612754927345,CALLOUT,2015-12-20 17:25:21,2015-12-20 17:26:28,60827088,38.341515,-87.490187,Jio
7097838220,440933741239019,709793582843399,SMSOUT,2016-01-04 06:04:49,2016-01-04 06:04:49,95111016,34.847724,-97.020696,BSNL
7016758067,440933741239019,701684128236030,CALLOUT,2016-03-04 18:14:44,2016-03-04 19:33:10,20506596,33.958187,-96.992873,BSNL
7895233169,132573118048736,789530108958465,CALLOUT,2016-03-30 07:42:19,2016-03-30 08:55:18,88036620,34.528124,-97.796604,Airtel
7100184240,219359226415964,710024647593863,CALLOUT,2016-07-04 01:04:48,2016-07-04 01:06:27,25329621,40.321131,-90.935509,Idea
7998105469,132573118048736,799820307743399,SMSOUT,2016-07-31 11:45:57,2016-07-31 11:45:57,61578396,31.158218,-100.531183,Jio
7895233169,440933741239019,789532788367023,SMSIN,2016-08-10 11:18:27,2016-08-10 11:18:27,97137802,33.024264,-100.296439,Idea
6220501265,219359226415964,622058448036030,CALLOUT,2016-08-17 05:10:21,2016-08-17 06:01:44,87934133,28.612041,67.334701,Jio
7016758067,132573118048736,701682030293863,SMSIN,2016-09-06 20:43:49,2016-09-06 20:43:49,53557909,30.495666,67.820908,Idea
9046648718,132573118048736,904672424361917,SMSOUT,2016-09-17 03:30:38,2016-09-17 03:30:38,91868183,28.987445,64.429248,BSNL
9134698091,440933741239019,913478676366256,CALLOUT,2016-09-28 07:09:04,2016-09-28 07:49:32,32342100,28.076424,70.22809,Airtel
9952775525,132573118048736,995286629181363,SMSOUT,2016-11-20 20:54:40,2016-11-20 20:54:40,13348813,30.258483,70.251984,Airtel
8293030123,132573118048736,829312803264029,SMSIN,2016-11-23 19:32:42,2016-11-23 19:32:42,53863512,31.419681,69.069261,BSNL
7382367549,440933741239019,738243922647818,SMSOUT,2017-01-03 08:58:36,2017-01-03 08:58:36,77543674,31.571817,67.809259,Airtel
7016758067,219359226415964,701685672628899,CALLIN,2017-01-06 13:04:42,2017-01-06 14:23:46,62594846,27.575479,68.847161,Vodafone
8293030123,132573118048736,829311983379030,CALLIN,2017-01-07 18:45:16,2017-01-07 18:48:54,36233874,26.750337,71.349566,BSNL
7100184240,219359226415964,710026745536030,CALLOUT,2017-01-10 13:10:08,2017-01-10 13:51:11,93902059,27.472543,68.199158,Jio
7100184240,132573118048736,710025591747818,SMSOUT,2017-03-07 21:58:38,2017-03-07 21:58:38,18528820,29.523835,68.032289,Idea
7016758067,132573118048736,701685597664029,CALLIN,2017-04-02 12:55:18,2017-04-02 13:18:53,66486204,35.973256,72.252871,Vodafone
7895233169,440933741239019,789529929424029,SMSIN,2017-05-08 05:17:21,2017-05-08 05:17:21,71304072,31.456299,66.012487,BSNL
6610955315,132573118048736,661104379925420,SMSIN,2017-05-13 05:22:26,2017-05-13 05:22:26,58930205,27.212536,67.242763,Idea
9134698091,132573118048736,913477856304348,CALLOUT,2017-07-30 00:13:06,2017-07-30 01:38:40,59323275,28.41694,69.663778,Vodafone
7100184240,132573118048736,710026745536030,SMSIN,2017-11-09 16:49:27,2017-11-09 16:49:27,59775449,31.602191,68.947731,Airtel
9656031854,440933741239019,965610632464947,SMSIN,2018-02-05 17:47:39,2018-02-05 17:47:39,88313991,29.847751,68.134676,BSNL
7100184240,132573118048736,710025976561917,CALLIN,2018-02-21 17:21:49,2018-02-21 17:26:29,38647277,28.801814,68.093669,Vodafone
6220501265,132573118048736,622058993766256,SMSOUT,2018-08-15 15:23:22,2018-08-15 15:23:22,37894570,30.396615,68.584935,Airtel
7100184240,440933741239019,710025216058465,SMSOUT,2018-08-19 07:17:33,2018-08-19 07:17:33,74800960,27.079642,66.647363,Vodafone
6610955315,219359226415964,661105101027345,SMSOUT,2018-09-02 22:54:29,2018-09-02 22:54:29,84687230,28.176665,56.87369,Airtel
7504603391,219359226415964,750469810567023,CALLIN,2018-09-22 13:41:15,2018-09-22 14:56:54,93597071,29.631387,62.4019,Airtel
7382367549,219359226415964,738244201964947,CALLIN,2018-09-29 15:51:48,2018-09-29 16:44:32,66440757,20.111403,53.5052,Idea
6610955315,440933741239019,661105292343399,SMSOUT,2018-10-10 20:18:40,2018-10-10 20:18:40,93919566,26.437323,52.389791,Jio
6481819041,132573118048736,648188516624029,SMSIN,2018-10-26 05:57:34,2018-10-26 05:57:34,87510425,30.193741,54.034539,BSNL
7100184240,132573118048736,710027752781741,CALLIN,2019-02-26 20:57:36,2019-02-26 21:40:37,67398252,25.099179,55.837319,BSNL
7097838220,132573118048736,709792143536030,SMSIN,2019-03-21 07:18:24,2019-03-21 07:18:24,79438257,25.853088,58.804793,BSNL
7100184240,219359226415964,710024647593863,SMSOUT,2019-06-01 01:28:36,2019-06-01 01:28:36,21972635,23.687288,51.099607,Idea
8219881439,132573118048736,821997713427345,SMSOUT,2019-08-23 20:44:04,2019-08-23 20:44:04,67200920,32.20559,58.253857,Idea
6610955315,132573118048736,661105002967023,CALLOUT,2019-10-23 03:14:10,2019-10-23 04:18:47,70915598,25.362754,60.143028,Vodafone
6105968687,219359226415964,610605020375677,SMSOUT,2019-11-04 20:53:53,2019-11-04 20:53:53,58151459,27.696445,48.580942,Jio
8293030123,440933741239019,829310564861917,SMSOUT,2020-01-17 01:32:51,2020-01-17 01:32:51,84985776,19.955185,58.990927,BSNL
8293030123,440933741239019,829311760713685,CALLOUT,2020-08-21 01:25:26,2020-08-21 02:20:49,97534401,16.640103,53.808098,Idea
6220501265,219359226415964,622059887343399,SMSIN,2020-08-21 20:16:12,2020-08-21 20:16:12,82635393,24.868027,50.351,Vodafone
6105968687,132573118048736,610606438227345,SMSOUT,2020-09-12 16:24:21,2020-09-12 16:24:21,10160501,27.83838,48.897564,BSNL
7097838220,440933741239019,709792898681363,SMSIN,2020-11-14 19:31:53,2020-11-14 19:31:53,76166443,26.698947,51.640768,BSNL
9046648718,440933741239019,904674441327345,SMSOUT,2021-03-12 22:45:59,2021-03-12 22:45:59,67554861,21.500232,53.397979,Vodafone
7097838220,219359226415964,709792670425420,SMSOUT,2021-04-04 05:08:22,2021-04-04 05:08:22,26328089,23.117102,57.477156,BSNL
6481819041,132573118048736,648190225636030,CALLOUT,2021-05-17 02:47:57,2021-05-17 02:51:19,45983126,22.60625,57.640076,Vodafone
7016758067,132573118048736,701685567543399,SMSIN,2021-10-02 21:32:08,2021-10-02 21:32:08,37070643,22.987443,54.13163,BSNL
